Date,close,vol,symbol
2006-10-02,18.9815,2679737.6314297,MDLZ
2006-10-03,18.9944,2574002.8338577,MDLZ
2006-10-04,19.1494,4294102.9475198,MDLZ
2006-10-05,19.0576,2684723.7369846,MDLZ
2006-10-06,19.182,2918950.221603,MDLZ
2006-10-09,19.2028,2400986.4897156,MDLZ
2006-10-10,19.3756,3222888.0301178,MDLZ
2006-10-11,19.3005,2689957.8823081,MDLZ
2006-10-12,19.3934,3102431.8191707,MDLZ
2006-10-13,19.2334,2328587.2246521,MDLZ
2006-10-16,19.2748,2710764.8754783,MDLZ
2006-10-17,19.1711,1632982.472445,MDLZ
2006-10-18,19.1662,2653094.1106405,MDLZ
2006-10-19,19.186,3327528.4154858,MDLZ
2006-10-20,19.0852,2488343.0590364,MDLZ
2006-10-23,19.5208,6071023.4039555,MDLZ
2006-10-24,19.0131,12310810.029325,MDLZ
2006-10-25,19.0012,11271719.805397,MDLZ
2006-10-26,18.5459,4515305.8256697,MDLZ
2006-10-27,18.6052,3392750.725772,MDLZ
2006-10-30,18.6664,1657557.6452852,MDLZ
2006-10-31,18.4985,2508913.1489173,MDLZ
2006-11-01,18.4777,3070676.6543315,MDLZ
2006-11-02,18.5035,2687405.6037084,MDLZ
2006-11-03,18.2605,4457390.0582849,MDLZ
2006-11-06,18.3582,2894853.9173774,MDLZ
2006-11-07,18.4887,2621823.8888593,MDLZ
2006-11-08,18.4777,3792080.5797069,MDLZ
2006-11-09,18.3632,1624098.599096,MDLZ
2006-11-10,18.4175,1554745.6673552,MDLZ
2006-11-13,18.7139,3163023.3788359,MDLZ
2006-11-14,18.9529,3271798.4352873,MDLZ
2006-11-15,18.9844,3422434.5054407,MDLZ
2006-11-16,19.1435,2934523.0694496,MDLZ
2006-11-17,19.0635,2742645.5788127,MDLZ
2006-11-20,19.1197,1781667.6338867,MDLZ
2006-11-21,18.8422,2146563.4934803,MDLZ
2006-11-22,18.9904,2157640.2408661,MDLZ
2006-11-24,18.9163,1379895.853739,MDLZ
