Date,close,vol,symbol
1981-12-31,0.448476,114410.76947737,SO
1982-01-04,0.454414,188987.5683309,SO
1982-01-05,0.454414,345095.69947409,SO
1982-01-06,0.454414,259328.26507516,SO
1982-01-07,0.448476,88816.152045228,SO
1982-01-08,0.454414,135430.76704606,SO
1982-01-11,0.454414,200004.31481717,SO
1982-01-12,0.448476,161193.09996128,SO
1982-01-13,0.442431,226113.39692131,SO
1982-01-14,0.442431,98138.251901919,SO
1982-01-15,0.454414,140513.67800545,SO
1982-01-18,0.454414,202551.94387293,SO
1982-01-19,0.454414,146110.02470749,SO
1982-01-20,0.448476,185260.78624691,SO
1982-01-21,0.454414,487642.5418633,SO
1982-01-22,0.454414,218990.11907276,SO
1982-01-25,0.454414,163395.00875746,SO
1982-01-26,0.460382,332721.79518309,SO
1982-01-27,0.448476,791721.00196797,SO
1982-01-28,0.460382,763755.73132723,SO
1982-01-29,0.46628,171871.32869336,SO
1982-02-01,0.454414,161021.26876083,SO
1982-02-02,0.460382,155430.0667055,SO
1982-02-03,0.460382,130851.00253589,SO
1982-02-04,0.460382,124919.2248677,SO
1982-02-05,0.460382,111356.90718437,SO
1982-02-08,0.454414,153052.2109915,SO
1982-02-09,0.454414,115599.18286969,SO
1982-02-10,0.454414,88989.01217502,SO
1982-02-11,0.454414,164747.02191547,SO
1982-02-12,0.454414,72711.34995285,SO
1982-02-16,0.448476,198139.89484583,SO
1982-02-17,0.448476,112886.9251189,SO
1982-02-18,0.448476,589853.2961088,SO
1982-02-19,0.448476,165766.69089538,SO
1982-02-22,0.442431,221703.40575291,SO
1982-02-23,0.448476,298319.54256626,SO
1982-02-24,0.460382,763755.73132723,SO
1982-02-25,0.460382,268989.91161537,SO
1982-02-26,0.46628,112712.00713041,SO
1982-03-01,0.46628,121528.9026792,SO
1982-03-02,0.471734,361026.61250735,SO
1982-03-03,0.471734,262043.609614,SO
1982-03-04,0.477769,522389.48581038,SO
1982-03-05,0.477769,434754.54465206,SO
1982-03-08,0.471734,250854.00299794,SO
1982-03-09,0.477769,320690.52436363,SO
1982-03-10,0.477769,208145.20378694,SO
1982-03-11,0.46628,209839.85041652,SO
1982-03-12,0.471734,155259.26443439,SO
1982-03-15,0.471734,122887.08941329,SO
1982-03-16,0.471734,260353.07870179,SO
1982-03-17,0.477769,175937.65746087,SO
1982-03-18,0.471734,447806.51338077,SO
1982-03-19,0.477769,163219.06183962,SO
1982-03-22,0.483688,694256.69878636,SO
1982-03-23,0.48944,261873.83627223,SO
1982-03-24,0.483688,489848.56637686,SO
1982-03-25,0.48944,640360.350818,SO
1982-03-26,0.483688,125090.0271388,SO
1982-03-29,0.48944,194578.77038623,SO
1982-03-30,0.501298,848502.46781692,SO
1982-03-31,0.507421,1001895.2544213,SO
1982-04-01,0.513251,1204786.7449776,SO
1982-04-02,0.513251,390355.21452889,SO
1982-04-05,0.513251,227467.46793802,SO
1982-04-06,0.507421,388149.19001533,SO
1982-04-07,0.513251,157634.03336036,SO
1982-04-08,0.513251,307130.26453897,SO
1982-04-12,0.507421,208649.37916551,SO
1982-04-13,0.513251,462384.38432666,SO
1982-04-14,0.513251,363231.60809155,SO
1982-04-15,0.513251,335096.56410905,SO
1982-04-16,0.513251,261700.97614243,SO
1982-04-19,0.513251,247971.97190537,SO
1982-04-20,0.513251,339334.72407702,SO
1982-04-21,0.513251,285945.63827524,SO
1982-04-22,0.513251,263059.16287653,SO
1982-04-23,0.519375,682228.51475493,SO
1982-04-26,0.519375,760193.57793828,SO
1982-04-27,0.519375,1208849.9869572,SO
1982-04-28,0.507421,130851.00253589,SO
1982-04-29,0.507421,121187.29813699,SO
1982-04-30,0.513251,625107.50222247,SO
1982-05-03,0.513251,343911.40179915,SO
1982-05-04,0.513251,146957.86248696,SO
1982-05-05,0.507421,110006.95188502,SO
1982-05-06,0.513251,143058.22027318,SO
1982-05-07,0.519375,258485.57194242,SO
1982-05-10,0.513251,134243.38258308,SO
1982-05-11,0.513251,137461.87357113,SO
1982-05-12,0.513251,253400.60312435,SO
1982-05-13,0.513251,145093.44251561,SO
1982-05-14,0.507421,136611.97793298,SO
1982-05-17,0.501298,228481.99227121,SO
1982-05-18,0.501298,106104.22288321,SO
1982-05-19,0.501298,271874.00056662,SO
1982-05-20,0.501298,298319.54256626,SO
1982-05-21,0.501298,246954.36078415,SO
1982-05-24,0.507421,165766.69089538,SO
1982-05-25,0.507421,297978.96695339,SO
1982-05-26,0.501298,112886.9251189,SO
1982-05-27,0.501298,177969.79291529,SO
1982-05-28,0.495563,249330.15863946,SO
1982-06-01,0.501298,207804.62817408,SO
1982-06-02,0.495563,157125.74226442,SO
1982-06-03,0.48944,143058.22027318,SO
1982-06-04,0.483688,207128.62159507,SO
